id,sku,name,category,image,status
36,PC-TP-P5,"PC TechPilot Gaming P5 AMD Ryzen 5 7600X RTX 4070 Super 12GB 16GB",pc,assets/images/products/placeholder-pc.svg,placeholder_image
37,PC-TP-P6,"PC TechPilot Gaming P6 Intel Core i5-14400F RTX 4060 8GB 32GB",pc,assets/images/products/placeholder-pc.svg,placeholder_image
38,PC-TP-P7,"PC TechPilot Gaming P7 AMD Ryzen 5 7600X RTX 4070 Super 12GB 16GB",pc,assets/images/products/placeholder-pc.svg,placeholder_image
39,PC-TP-P8,"PC TechPilot Gaming P8 Intel Core i5-14400F RTX 4060 8GB 16GB",pc,assets/images/products/placeholder-pc.svg,placeholder_image
40,PC-TP-P9,"PC TechPilot Gaming P9 AMD Ryzen 5 7600X RTX 4070 Super 12GB 32GB",pc,assets/images/products/placeholder-pc.svg,placeholder_image
41,PC-TP-P10,"PC TechPilot Gaming P10 Intel Core i5-14400F RTX 4060 8GB 16GB",pc,assets/images/products/placeholder-pc.svg,placeholder_image
42,PC-TP-P11,"PC TechPilot Gaming P11 AMD Ryzen 5 7600X RTX 4070 Super 12GB 16GB",pc,assets/images/products/placeholder-pc.svg,placeholder_image
43,PC-TP-P12,"PC TechPilot Gaming P12 Intel Core i5-14400F RTX 4060 8GB 32GB",pc,assets/images/products/placeholder-pc.svg,placeholder_image
44,PC-TP-P13,"PC TechPilot Gaming P13 AMD Ryzen 5 7600X RTX 4070 Super 12GB 16GB",pc,assets/images/products/placeholder-pc.svg,placeholder_image
45,PC-TP-P14,"PC TechPilot Gaming P14 Intel Core i5-14400F RTX 4060 8GB 16GB",pc,assets/images/products/placeholder-pc.svg,placeholder_image
46,PC-TP-P15,"PC TechPilot Gaming P15 AMD Ryzen 5 7600X RTX 4070 Super 12GB 32GB",pc,assets/images/products/placeholder-pc.svg,placeholder_image
47,PC-TP-P16,"PC TechPilot Gaming P16 Intel Core i5-14400F RTX 4060 8GB 16GB",pc,assets/images/products/placeholder-pc.svg,placeholder_image
48,PC-TP-P17,"PC TechPilot Gaming P17 AMD Ryzen 5 7600X RTX 4070 Super 12GB 16GB",pc,assets/images/products/placeholder-pc.svg,placeholder_image
49,PC-TP-P18,"PC TechPilot Gaming P18 Intel Core i5-14400F RTX 4060 8GB 32GB",pc,assets/images/products/placeholder-pc.svg,placeholder_image
50,PC-TP-P19,"PC TechPilot Gaming P19 AMD Ryzen 5 7600X RTX 4070 Super 12GB 16GB",pc,assets/images/products/placeholder-pc.svg,placeholder_image
51,PC-TP-P20,"PC TechPilot Gaming P20 Intel Core i5-14400F RTX 4060 8GB 16GB",pc,assets/images/products/placeholder-pc.svg,placeholder_image
52,PC-TP-P21,"PC TechPilot Gaming P21 AMD Ryzen 5 7600X RTX 4070 Super 12GB 32GB",pc,assets/images/products/placeholder-pc.svg,placeholder_image
53,PC-TP-P22,"PC TechPilot Gaming P22 Intel Core i5-14400F RTX 4060 8GB 16GB",pc,assets/images/products/placeholder-pc.svg,placeholder_image
54,PC-TP-P23,"PC TechPilot Gaming P23 AMD Ryzen 5 7600X RTX 4070 Super 12GB 16GB",pc,assets/images/products/placeholder-pc.svg,placeholder_image
55,PC-TP-P24,"PC TechPilot Gaming P24 Intel Core i5-14400F RTX 4060 8GB 32GB",pc,assets/images/products/placeholder-pc.svg,placeholder_image
56,PC-TP-P25,"PC TechPilot Gaming P25 AMD Ryzen 5 7600X RTX 4070 Super 12GB 16GB",pc,assets/images/products/placeholder-pc.svg,placeholder_image
57,PC-TP-P26,"PC TechPilot Gaming P26 Intel Core i5-14400F RTX 4060 8GB 16GB",pc,assets/images/products/placeholder-pc.svg,placeholder_image
58,PC-TP-P27,"PC TechPilot Gaming P27 AMD Ryzen 5 7600X RTX 4070 Super 12GB 32GB",pc,assets/images/products/placeholder-pc.svg,placeholder_image
59,PC-TP-P28,"PC TechPilot Gaming P28 Intel Core i5-14400F RTX 4060 8GB 16GB",pc,assets/images/products/placeholder-pc.svg,placeholder_image
60,PC-TP-P29,"PC TechPilot Gaming P29 AMD Ryzen 5 7600X RTX 4070 Super 12GB 16GB",pc,assets/images/products/placeholder-pc.svg,placeholder_image
61,PC-TP-P30,"PC TechPilot Gaming P30 Intel Core i5-14400F RTX 4060 8GB 32GB",pc,assets/images/products/placeholder-pc.svg,placeholder_image
62,PC-TP-P31,"PC TechPilot Gaming P31 AMD Ryzen 5 7600X RTX 4070 Super 12GB 16GB",pc,assets/images/products/placeholder-pc.svg,placeholder_image
63,MON-ASUS-M1,"Màn hình ASUS Model-M1 27 inch 2560x1440 2K 144Hz",monitor,assets/images/products/placeholder-monitor.svg,placeholder_image
64,MON-LG-M2,"Màn hình LG Model-M2 27 inch 2560x1440 2K 180Hz",monitor,assets/images/products/placeholder-monitor.svg,placeholder_image
65,MON-SAMSUNG-M3,"Màn hình Samsung Model-M3 32 inch 3840x2160 4K 144Hz",monitor,assets/images/products/placeholder-monitor.svg,placeholder_image
66,MON-DELL-M4,"Màn hình Dell Model-M4 27 inch 2560x1440 2K 180Hz",monitor,assets/images/products/placeholder-monitor.svg,placeholder_image
67,MON-ACER-M5,"Màn hình Acer Model-M5 27 inch 2560x1440 2K 144Hz",monitor,assets/images/products/placeholder-monitor.svg,placeholder_image
68,MON-GIGABYTE-M6,"Màn hình Gigabyte Model-M6 32 inch 3840x2160 4K 180Hz",monitor,assets/images/products/placeholder-monitor.svg,placeholder_image
69,MON-AOC-M7,"Màn hình AOC Model-M7 27 inch 2560x1440 2K 144Hz",monitor,assets/images/products/placeholder-monitor.svg,placeholder_image
70,MON-VIEWSONIC-M8,"Màn hình ViewSonic Model-M8 27 inch 2560x1440 2K 180Hz",monitor,assets/images/products/placeholder-monitor.svg,placeholder_image
71,MON-ASUS-M9,"Màn hình ASUS Model-M9 32 inch 3840x2160 4K 144Hz",monitor,assets/images/products/placeholder-monitor.svg,placeholder_image
72,MON-LG-M10,"Màn hình LG Model-M10 27 inch 2560x1440 2K 180Hz",monitor,assets/images/products/placeholder-monitor.svg,placeholder_image
73,MON-SAMSUNG-M11,"Màn hình Samsung Model-M11 27 inch 2560x1440 2K 144Hz",monitor,assets/images/products/placeholder-monitor.svg,placeholder_image
74,MON-DELL-M12,"Màn hình Dell Model-M12 32 inch 3840x2160 4K 180Hz",monitor,assets/images/products/placeholder-monitor.svg,placeholder_image
75,MON-ACER-M13,"Màn hình Acer Model-M13 27 inch 2560x1440 2K 144Hz",monitor,assets/images/products/placeholder-monitor.svg,placeholder_image
76,MON-GIGABYTE-M14,"Màn hình Gigabyte Model-M14 27 inch 2560x1440 2K 180Hz",monitor,assets/images/products/placeholder-monitor.svg,placeholder_image
77,MON-AOC-M15,"Màn hình AOC Model-M15 32 inch 3840x2160 4K 144Hz",monitor,assets/images/products/placeholder-monitor.svg,placeholder_image
78,MON-VIEWSONIC-M16,"Màn hình ViewSonic Model-M16 27 inch 2560x1440 2K 180Hz",monitor,assets/images/products/placeholder-monitor.svg,placeholder_image
79,MON-ASUS-M17,"Màn hình ASUS Model-M17 27 inch 2560x1440 2K 144Hz",monitor,assets/images/products/placeholder-monitor.svg,placeholder_image
80,MON-LG-M18,"Màn hình LG Model-M18 32 inch 3840x2160 4K 180Hz",monitor,assets/images/products/placeholder-monitor.svg,placeholder_image
81,MON-SAMSUNG-M19,"Màn hình Samsung Model-M19 27 inch 2560x1440 2K 144Hz",monitor,assets/images/products/placeholder-monitor.svg,placeholder_image
82,MON-DELL-M20,"Màn hình Dell Model-M20 27 inch 2560x1440 2K 180Hz",monitor,assets/images/products/placeholder-monitor.svg,placeholder_image
83,MON-ACER-M21,"Màn hình Acer Model-M21 32 inch 3840x2160 4K 144Hz",monitor,assets/images/products/placeholder-monitor.svg,placeholder_image
84,MON-GIGABYTE-M22,"Màn hình Gigabyte Model-M22 27 inch 2560x1440 2K 180Hz",monitor,assets/images/products/placeholder-monitor.svg,placeholder_image
85,MON-AOC-M23,"Màn hình AOC Model-M23 27 inch 2560x1440 2K 144Hz",monitor,assets/images/products/placeholder-monitor.svg,placeholder_image
86,MON-VIEWSONIC-M24,"Màn hình ViewSonic Model-M24 32 inch 3840x2160 4K 180Hz",monitor,assets/images/products/placeholder-monitor.svg,placeholder_image
87,MON-ASUS-M25,"Màn hình ASUS Model-M25 27 inch 2560x1440 2K 144Hz",monitor,assets/images/products/placeholder-monitor.svg,placeholder_image
88,MON-LG-M26,"Màn hình LG Model-M26 27 inch 2560x1440 2K 180Hz",monitor,assets/images/products/placeholder-monitor.svg,placeholder_image
89,MON-SAMSUNG-M27,"Màn hình Samsung Model-M27 32 inch 3840x2160 4K 144Hz",monitor,assets/images/products/placeholder-monitor.svg,placeholder_image
90,MON-DELL-M28,"Màn hình Dell Model-M28 27 inch 2560x1440 2K 180Hz",monitor,assets/images/products/placeholder-monitor.svg,placeholder_image
91,MON-ACER-M29,"Màn hình Acer Model-M29 27 inch 2560x1440 2K 144Hz",monitor,assets/images/products/placeholder-monitor.svg,placeholder_image
92,MON-GIGABYTE-M30,"Màn hình Gigabyte Model-M30 32 inch 3840x2160 4K 180Hz",monitor,assets/images/products/placeholder-monitor.svg,placeholder_image
93,MON-AOC-M31,"Màn hình AOC Model-M31 27 inch 2560x1440 2K 144Hz",monitor,assets/images/products/placeholder-monitor.svg,placeholder_image
94,MB-ASUS-MB1,"Mainboard ASUS B650 Model-MB1 WiFi DDR5",mainboard,assets/images/products/placeholder-mainboard.svg,placeholder_image
95,MB-MSI-MB2,"Mainboard MSI B760 Model-MB2 WiFi DDR5",mainboard,assets/images/products/placeholder-mainboard.svg,placeholder_image
96,MB-GIGABYTE-MB3,"Mainboard Gigabyte B650 Model-MB3 WiFi DDR5",mainboard,assets/images/products/placeholder-mainboard.svg,placeholder_image
97,MB-ASROCK-MB4,"Mainboard ASRock B760 Model-MB4 WiFi DDR4",mainboard,assets/images/products/placeholder-mainboard.svg,placeholder_image
98,MB-ASUS-MB5,"Mainboard ASUS B650 Model-MB5 WiFi DDR5",mainboard,assets/images/products/placeholder-mainboard.svg,placeholder_image
99,MB-MSI-MB6,"Mainboard MSI B760 Model-MB6 WiFi DDR5",mainboard,assets/images/products/placeholder-mainboard.svg,placeholder_image
100,MB-GIGABYTE-MB7,"Mainboard Gigabyte B650 Model-MB7 WiFi DDR5",mainboard,assets/images/products/placeholder-mainboard.svg,placeholder_image
101,MB-ASROCK-MB8,"Mainboard ASRock B760 Model-MB8 WiFi DDR4",mainboard,assets/images/products/placeholder-mainboard.svg,placeholder_image
102,MB-ASUS-MB9,"Mainboard ASUS B650 Model-MB9 WiFi DDR5",mainboard,assets/images/products/placeholder-mainboard.svg,placeholder_image
103,MB-MSI-MB10,"Mainboard MSI B760 Model-MB10 WiFi DDR5",mainboard,assets/images/products/placeholder-mainboard.svg,placeholder_image
104,MB-GIGABYTE-MB11,"Mainboard Gigabyte B650 Model-MB11 WiFi DDR5",mainboard,assets/images/products/placeholder-mainboard.svg,placeholder_image
105,MB-ASROCK-MB12,"Mainboard ASRock B760 Model-MB12 WiFi DDR4",mainboard,assets/images/products/placeholder-mainboard.svg,placeholder_image
106,MB-ASUS-MB13,"Mainboard ASUS B650 Model-MB13 WiFi DDR5",mainboard,assets/images/products/placeholder-mainboard.svg,placeholder_image
107,MB-MSI-MB14,"Mainboard MSI B760 Model-MB14 WiFi DDR5",mainboard,assets/images/products/placeholder-mainboard.svg,placeholder_image
108,MB-GIGABYTE-MB15,"Mainboard Gigabyte B650 Model-MB15 WiFi DDR5",mainboard,assets/images/products/placeholder-mainboard.svg,placeholder_image
109,MB-ASROCK-MB16,"Mainboard ASRock B760 Model-MB16 WiFi DDR4",mainboard,assets/images/products/placeholder-mainboard.svg,placeholder_image
110,MB-ASUS-MB17,"Mainboard ASUS B650 Model-MB17 WiFi DDR5",mainboard,assets/images/products/placeholder-mainboard.svg,placeholder_image
111,MB-MSI-MB18,"Mainboard MSI B760 Model-MB18 WiFi DDR5",mainboard,assets/images/products/placeholder-mainboard.svg,placeholder_image
112,MB-GIGABYTE-MB19,"Mainboard Gigabyte B650 Model-MB19 WiFi DDR5",mainboard,assets/images/products/placeholder-mainboard.svg,placeholder_image
113,MB-ASROCK-MB20,"Mainboard ASRock B760 Model-MB20 WiFi DDR4",mainboard,assets/images/products/placeholder-mainboard.svg,placeholder_image
114,MB-ASUS-MB21,"Mainboard ASUS B650 Model-MB21 WiFi DDR5",mainboard,assets/images/products/placeholder-mainboard.svg,placeholder_image
115,MB-MSI-MB22,"Mainboard MSI B760 Model-MB22 WiFi DDR5",mainboard,assets/images/products/placeholder-mainboard.svg,placeholder_image
116,MB-GIGABYTE-MB23,"Mainboard Gigabyte B650 Model-MB23 WiFi DDR5",mainboard,assets/images/products/placeholder-mainboard.svg,placeholder_image
117,MB-ASROCK-MB24,"Mainboard ASRock B760 Model-MB24 WiFi DDR4",mainboard,assets/images/products/placeholder-mainboard.svg,placeholder_image
118,MB-ASUS-MB25,"Mainboard ASUS B650 Model-MB25 WiFi DDR5",mainboard,assets/images/products/placeholder-mainboard.svg,placeholder_image
119,MB-MSI-MB26,"Mainboard MSI B760 Model-MB26 WiFi DDR5",mainboard,assets/images/products/placeholder-mainboard.svg,placeholder_image
120,MB-GIGABYTE-MB27,"Mainboard Gigabyte B650 Model-MB27 WiFi DDR5",mainboard,assets/images/products/placeholder-mainboard.svg,placeholder_image
121,MB-ASROCK-MB28,"Mainboard ASRock B760 Model-MB28 WiFi DDR4",mainboard,assets/images/products/placeholder-mainboard.svg,placeholder_image
122,MB-ASUS-MB29,"Mainboard ASUS B650 Model-MB29 WiFi DDR5",mainboard,assets/images/products/placeholder-mainboard.svg,placeholder_image
123,MB-MSI-MB30,"Mainboard MSI B760 Model-MB30 WiFi DDR5",mainboard,assets/images/products/placeholder-mainboard.svg,placeholder_image
124,MB-GIGABYTE-MB31,"Mainboard Gigabyte B650 Model-MB31 WiFi DDR5",mainboard,assets/images/products/placeholder-mainboard.svg,placeholder_image
125,CPU-INTEL-C1,"CPU Intel Core i5-14400F-C1 Box",cpu,assets/images/products/placeholder-cpu.svg,placeholder_image
126,CPU-AMD-C2,"CPU AMD Ryzen 5 7600X-C2 Box",cpu,assets/images/products/placeholder-cpu.svg,placeholder_image
127,CPU-INTEL-C3,"CPU Intel Core i5-14400F-C3 Box",cpu,assets/images/products/placeholder-cpu.svg,placeholder_image
128,CPU-AMD-C4,"CPU AMD Ryzen 5 7600X-C4 Box",cpu,assets/images/products/placeholder-cpu.svg,placeholder_image
129,CPU-INTEL-C5,"CPU Intel Core i5-14400F-C5 Box",cpu,assets/images/products/placeholder-cpu.svg,placeholder_image
130,CPU-AMD-C6,"CPU AMD Ryzen 5 7600X-C6 Box",cpu,assets/images/products/placeholder-cpu.svg,placeholder_image
131,CPU-INTEL-C7,"CPU Intel Core i5-14400F-C7 Box",cpu,assets/images/products/placeholder-cpu.svg,placeholder_image
132,CPU-AMD-C8,"CPU AMD Ryzen 5 7600X-C8 Box",cpu,assets/images/products/placeholder-cpu.svg,placeholder_image
133,CPU-INTEL-C9,"CPU Intel Core i5-14400F-C9 Box",cpu,assets/images/products/placeholder-cpu.svg,placeholder_image
134,CPU-AMD-C10,"CPU AMD Ryzen 5 7600X-C10 Box",cpu,assets/images/products/placeholder-cpu.svg,placeholder_image
135,CPU-INTEL-C11,"CPU Intel Core i5-14400F-C11 Box",cpu,assets/images/products/placeholder-cpu.svg,placeholder_image
136,CPU-AMD-C12,"CPU AMD Ryzen 5 7600X-C12 Box",cpu,assets/images/products/placeholder-cpu.svg,placeholder_image
137,CPU-INTEL-C13,"CPU Intel Core i5-14400F-C13 Box",cpu,assets/images/products/placeholder-cpu.svg,placeholder_image
138,CPU-AMD-C14,"CPU AMD Ryzen 5 7600X-C14 Box",cpu,assets/images/products/placeholder-cpu.svg,placeholder_image
139,CPU-INTEL-C15,"CPU Intel Core i5-14400F-C15 Box",cpu,assets/images/products/placeholder-cpu.svg,placeholder_image
140,CPU-AMD-C16,"CPU AMD Ryzen 5 7600X-C16 Box",cpu,assets/images/products/placeholder-cpu.svg,placeholder_image
141,CPU-INTEL-C17,"CPU Intel Core i5-14400F-C17 Box",cpu,assets/images/products/placeholder-cpu.svg,placeholder_image
142,CPU-AMD-C18,"CPU AMD Ryzen 5 7600X-C18 Box",cpu,assets/images/products/placeholder-cpu.svg,placeholder_image
143,CPU-INTEL-C19,"CPU Intel Core i5-14400F-C19 Box",cpu,assets/images/products/placeholder-cpu.svg,placeholder_image
144,CPU-AMD-C20,"CPU AMD Ryzen 5 7600X-C20 Box",cpu,assets/images/products/placeholder-cpu.svg,placeholder_image
145,CPU-INTEL-C21,"CPU Intel Core i5-14400F-C21 Box",cpu,assets/images/products/placeholder-cpu.svg,placeholder_image
146,CPU-AMD-C22,"CPU AMD Ryzen 5 7600X-C22 Box",cpu,assets/images/products/placeholder-cpu.svg,placeholder_image
147,CPU-INTEL-C23,"CPU Intel Core i5-14400F-C23 Box",cpu,assets/images/products/placeholder-cpu.svg,placeholder_image
148,CPU-AMD-C24,"CPU AMD Ryzen 5 7600X-C24 Box",cpu,assets/images/products/placeholder-cpu.svg,placeholder_image
149,CPU-INTEL-C25,"CPU Intel Core i5-14400F-C25 Box",cpu,assets/images/products/placeholder-cpu.svg,placeholder_image
150,CPU-AMD-C26,"CPU AMD Ryzen 5 7600X-C26 Box",cpu,assets/images/products/placeholder-cpu.svg,placeholder_image
151,CPU-INTEL-C27,"CPU Intel Core i5-14400F-C27 Box",cpu,assets/images/products/placeholder-cpu.svg,placeholder_image
152,CPU-AMD-C28,"CPU AMD Ryzen 5 7600X-C28 Box",cpu,assets/images/products/placeholder-cpu.svg,placeholder_image
153,CPU-INTEL-C29,"CPU Intel Core i5-14400F-C29 Box",cpu,assets/images/products/placeholder-cpu.svg,placeholder_image
154,CPU-AMD-C30,"CPU AMD Ryzen 5 7600X-C30 Box",cpu,assets/images/products/placeholder-cpu.svg,placeholder_image
155,CPU-INTEL-C31,"CPU Intel Core i5-14400F-C31 Box",cpu,assets/images/products/placeholder-cpu.svg,placeholder_image
156,VGA-MSI-V1,"VGA MSI GeForce RTX 4060 Ventus-V1 12GB GDDR6X",vga,assets/images/products/placeholder-vga.svg,placeholder_image
157,VGA-ASUS-V2,"VGA ASUS GeForce RTX 4070 Super Ventus-V2 12GB GDDR6X",vga,assets/images/products/placeholder-vga.svg,placeholder_image
158,VGA-GIGABYTE-V3,"VGA Gigabyte GeForce RTX 4060 Ventus-V3 16GB GDDR6X",vga,assets/images/products/placeholder-vga.svg,placeholder_image
159,VGA-ZOTAC-V4,"VGA Zotac GeForce RTX 4070 Super Ventus-V4 12GB GDDR6X",vga,assets/images/products/placeholder-vga.svg,placeholder_image
160,VGA-COLORFUL-V5,"VGA Colorful GeForce RTX 4060 Ventus-V5 12GB GDDR6X",vga,assets/images/products/placeholder-vga.svg,placeholder_image
161,VGA-MSI-V6,"VGA MSI GeForce RTX 4070 Super Ventus-V6 16GB GDDR6X",vga,assets/images/products/placeholder-vga.svg,placeholder_image
162,VGA-ASUS-V7,"VGA ASUS GeForce RTX 4060 Ventus-V7 12GB GDDR6X",vga,assets/images/products/placeholder-vga.svg,placeholder_image
163,VGA-GIGABYTE-V8,"VGA Gigabyte GeForce RTX 4070 Super Ventus-V8 12GB GDDR6X",vga,assets/images/products/placeholder-vga.svg,placeholder_image
164,VGA-ZOTAC-V9,"VGA Zotac GeForce RTX 4060 Ventus-V9 16GB GDDR6X",vga,assets/images/products/placeholder-vga.svg,placeholder_image
165,VGA-COLORFUL-V10,"VGA Colorful GeForce RTX 4070 Super Ventus-V10 12GB GDDR6X",vga,assets/images/products/placeholder-vga.svg,placeholder_image
166,VGA-MSI-V11,"VGA MSI GeForce RTX 4060 Ventus-V11 12GB GDDR6X",vga,assets/images/products/placeholder-vga.svg,placeholder_image
167,VGA-ASUS-V12,"VGA ASUS GeForce RTX 4070 Super Ventus-V12 16GB GDDR6X",vga,assets/images/products/placeholder-vga.svg,placeholder_image
168,VGA-GIGABYTE-V13,"VGA Gigabyte GeForce RTX 4060 Ventus-V13 12GB GDDR6X",vga,assets/images/products/placeholder-vga.svg,placeholder_image
169,VGA-ZOTAC-V14,"VGA Zotac GeForce RTX 4070 Super Ventus-V14 12GB GDDR6X",vga,assets/images/products/placeholder-vga.svg,placeholder_image
170,VGA-COLORFUL-V15,"VGA Colorful GeForce RTX 4060 Ventus-V15 16GB GDDR6X",vga,assets/images/products/placeholder-vga.svg,placeholder_image
171,VGA-MSI-V16,"VGA MSI GeForce RTX 4070 Super Ventus-V16 12GB GDDR6X",vga,assets/images/products/placeholder-vga.svg,placeholder_image
172,VGA-ASUS-V17,"VGA ASUS GeForce RTX 4060 Ventus-V17 12GB GDDR6X",vga,assets/images/products/placeholder-vga.svg,placeholder_image
173,VGA-GIGABYTE-V18,"VGA Gigabyte GeForce RTX 4070 Super Ventus-V18 16GB GDDR6X",vga,assets/images/products/placeholder-vga.svg,placeholder_image
174,VGA-ZOTAC-V19,"VGA Zotac GeForce RTX 4060 Ventus-V19 12GB GDDR6X",vga,assets/images/products/placeholder-vga.svg,placeholder_image
175,VGA-COLORFUL-V20,"VGA Colorful GeForce RTX 4070 Super Ventus-V20 12GB GDDR6X",vga,assets/images/products/placeholder-vga.svg,placeholder_image
176,VGA-MSI-V21,"VGA MSI GeForce RTX 4060 Ventus-V21 16GB GDDR6X",vga,assets/images/products/placeholder-vga.svg,placeholder_image
177,VGA-ASUS-V22,"VGA ASUS GeForce RTX 4070 Super Ventus-V22 12GB GDDR6X",vga,assets/images/products/placeholder-vga.svg,placeholder_image
178,VGA-GIGABYTE-V23,"VGA Gigabyte GeForce RTX 4060 Ventus-V23 12GB GDDR6X",vga,assets/images/products/placeholder-vga.svg,placeholder_image
179,VGA-ZOTAC-V24,"VGA Zotac GeForce RTX 4070 Super Ventus-V24 16GB GDDR6X",vga,assets/images/products/placeholder-vga.svg,placeholder_image
